the	/ðə/
alienating	/ˈeɪliəˌneɪtɪŋ/
uptight	/ˌʌpˈtaɪt/
great-grandmother	/ˌɡreɪtˈɡrænˌmʌðər/
hardness	/ˈhɑːrdnəs/
dotted	/ˈdɑːtɪd/
feared	/fɪrd/
sicken	/ˈsɪkən/
talkative	/ˈtɔːkətɪv/
blended	/ˈblɛndɪd/
enchantment	/ɪnˈtʃæntmənt/
distinctively	/dɪˈstɪŋktɪvli/
cyanide	/ˈsaɪəˌnaɪd/
trawl	/trɔːl/
jihadist	/dʒɪˈhɑːdɪst/
cola	/ˈkoʊlə/
inexorable	/ɪnˈɛksərəbl/
bluish	/ˈbluːɪʃ/
transom	/ˈtrænsəm/
gist	/dʒɪst/
hypothermia	/ˌhaɪpoʊˈθɜːrmiə/
cropland	/ˈkrɑːplænd/
friendliness	/ˈfrɛndlinəs/
single-minded	/ˌsɪŋɡəlˈmaɪndɪd/
sup	/sʌp/
delusional	/dɪˈluːʒənəl/
antithetical	/ˌæntɪˈθɛtɪkəl/
notepad	/ˈnoʊtpæd/
flint	/flɪnt/
breech	/briːtʃ/
coveralls	/ˈkʌvərˌɔːlz/
foodstuff	/ˈfuːdstʌf/
light-hearted	/ˌlaɪtˈhɑːrtɪd/
valor	/ˈvælər/
ferment	/fərˈmɛnt/
homily	/ˈhɑːməli/
amplification	/ˌæmplɪfɪˈkeɪʃən/
nuke	/nuːk/
e-mailed	/ˈiːmeɪld/
nick	/nɪk/
mermaid	/ˈmɜːrmeɪd/
habitually	/həˈbɪtʃuəli/
beholder	/bɪˈhoʊldər/
quark	/kwɔːrk/
auctioneer	/ˌɔːkʃəˈnɪr/
underpants	/ˈʌndərˌpænts/
shoplifting	/ˈʃɑːpˌlɪftɪŋ/
neurotransmitter	/ˌnʊroʊˈtrænzˌmɪtər/
chipped	/tʃɪpt/
stopper	/ˈstɑːpər/
leper	/ˈlɛpər/
premonition	/ˌpriːməˈnɪʃən/
fine-tuning	/ˌfaɪnˈtuːnɪŋ/
pistachio	/pɪˈstæʃioʊ/
peeling	/ˈpiːlɪŋ/
antagonize	/ænˈtæɡəˌnaɪz/
mason	/ˈmeɪsən/
trickster	/ˈtrɪkstər/
catalytic	/ˌkætəˈlɪtɪk/
diced	/daɪst/
snugly	/ˈsnʌɡli/
counterbalance	/ˌkaʊntərˈbælʌns/
celibate	/ˈsɛləbət/
shutout	/ˈʃʌˌtaʊt/
face-lift	/ˈfeɪsˌlɪft/
whistle-blower	/ˈwɪsəlˌbloʊər/
voluptuous	/vəˈlʌptʃuəs/
rolled	/roʊld/
forerunner	/ˈfɔːrˌrʌnər/
git	/ɡɪt/
interlocking	/ˌɪntərˈlɑːkɪŋ/
self-made	/ˌsɛlfˈmeɪd/
fab	/fæb/
tasteless	/ˈteɪstləs/
candlestick	/ˈkændəlˌstɪk/
underfunded	/ˌʌndərˈfʌndɪd/
feathery	/ˈfɛðəri/
equalize	/ˈiːkwəˌlaɪz/
eulogy	/ˈjuːlədʒi/
vend	/vɛnd/
stunningly	/ˈstʌnɪŋli/
trinket	/ˈtrɪŋkɪt/
foolishly	/ˈfuːlɪʃli/
upturned	/ˌʌpˈtɜːrnd/
spanish-language	/ˌspænɪʃˈlæŋɡwɪdʒ/
familiarize	/fəˈmɪliəˌraɪz/
overgrow	/ˌoʊvərˈɡroʊ/
cul-de-sac	/ˌkʌldəˈsæk/
exponential	/ˌɛkspoʊˈnɛnʃəl/
ensconced	/ɛnˈskɑːnst/
saltwater	/ˈsɔːltˌwɔːtər/
irk	/ɜːrk/
irrevocably	/ɪˈrɛvəkəbli/
questioner	/ˈkwɛstʃənər/
prepaid	/ˌpriːˈpeɪd/
photosynthesis	/ˌfoʊtoʊˈsɪnθəsɪs/
whence	/wɛns/
conceit	/kənˈsiːt/
uncomplicated	/ˌʌnˈkɑːmplɪˌkeɪtɪd/
antipathy	/ænˈtɪpəθi/
scratching	/ˈskrætʃɪŋ/
lynch	/lɪntʃ/
conservatively	/kənˈsɜːrvətɪvli/
proximal	/ˈprɑːksɪməl/
gratify	/ˈɡrætɪfaɪ/
waddle	/ˈwɑːdl/
self-expression	/ˌsɛlfɪkˈsprɛʃən/
downed	/daʊnd/
air-conditioning	/ˈɛr kənˌdɪʃənɪŋ/
tomography	/təˈmɑːɡrəfi/
one-dimensional	/ˌwʌn dɪˈmɛnʃənəl/
silken	/ˈsɪlkən/
swoon	/swuːn/
riparian	/raɪˈpɛriən/
cauldron	/ˈkɔːldrən/
mildew	/ˈmɪlduː/
unpredictability	/ˌʌnprɪˌdɪktəˈbɪləti/
three-week	/ˌθriːˈwiːk/
gilt	/ɡɪlt/
yiddish	/ˈjɪdɪʃ/
kickback	/ˈkɪkbæk/
mystify	/ˈmɪstɪfaɪ/
titan	/ˈtaɪtn/
mega	/ˈmɛɡə/
riser	/ˈraɪzər/
schooner	/ˈskuːnər/
satisfactorily	/ˌsætɪsˈfæktərəli/
mafia	/ˈmɑːfiə/
meditative	/ˈmɛdɪˌteɪtɪv/
fifth-grade	/ˌfɪfθˈɡreɪd/
tree-lined	/ˈtriːˌlaɪnd/
coal-fired	/ˈkoʊlˌfaɪərd/
supermodel	/ˈsuːpərˌmɑːdl/
airstrip	/ˈɛrˌstrɪp/
nuzzle	/ˈnʌzl/
bountiful	/ˈbaʊntɪfl/
equivalence	/ɪˈkwɪvələns/
swig	/swɪɡ/
magnetism	/ˈmæɡnɪˌtɪzəm/
intelligentsia	/ɪnˌtɛlɪˈdʒɛntsiə/
hatchet	/ˈhætʃɪt/
cougar	/ˈkuːɡər/
quotient	/ˈkwoʊʃənt/
whizz	/wɪz/
chairmanship	/ˈtʃɛrmənˌʃɪp/
salmonella	/ˌsælməˈnɛlə/
insular	/ˈɪnsələr/
socialite	/ˈsoʊʃəˌlaɪt/
salamander	/ˈsæləˌmændər/
yellowed	/ˈjɛloʊd/
belated	/bɪˈleɪtɪd/
infidel	/ˈɪnfɪˌdɛl/
particularity	/pərˌtɪkjʊˈlærəti/
ascension	/əˈsɛnʃən/
steadfastly	/ˈstɛdˌfæstli/
darkroom	/ˈdɑːrkruːm/
stereotyped	/ˈstɛriəˌtaɪpt/
grime	/ɡraɪm/
amply	/ˈæmpli/
infertile	/ɪnˈfɜːrtl/
cauliflower	/ˈkɑːliˌflaʊər/
coronation	/ˌkɔːrəˈneɪʃən/
heart-shaped	/ˈhɑːrtˌʃeɪpt/
halting	/ˈhɔːltɪŋ/
readjust	/ˌriːəˈdʒʌst/
loon	/luːn/
sequester	/sɪˈkwɛstər/
currant	/ˈkɜːrənt/
radiologist	/ˌreɪdiˈɑːlədʒɪst/
self-centered	/ˌsɛlfˈsɛntərd/
blown	/bloʊn/
harem	/ˈhɛrəm/
externalize	/ɪkˈstɜːrnəˌlaɪz/
third-largest	/ˌθɜːrdˈlɑːrdʒɪst/
authorial	/ɔːˈθɔːriəl/
sought-after	/ˌsɔːtˈæftər/
overeat	/ˌoʊvərˈiːt/
showy	/ˈʃoʊi/
unraveled	/ˌʌnˈrævəld/
pre-columbian	/ˌpriːkəˈlʌmbiən/
nettle	/ˈnɛtl/
cruelly	/ˈkruːəli/
sac	/sæk/
prohibitive	/prəˈhɪbɪtɪv/
sarcastically	/sɑːrˈkæstɪkli/
outscore	/ˌaʊtˈskɔːr/
obsessively	/əbˈsɛsɪvli/
acumen	/ˈækjəmən/
intoxication	/ɪnˌtɑːksɪˈkeɪʃən/
homesick	/ˈhoʊmˌsɪk/
snub	/snʌb/
midget	/ˈmɪdʒɪt/
apolitical	/ˌeɪpəˈlɪtɪkəl/
amphibious	/æmˈfɪbiəs/
rollover	/ˈroʊlˌoʊvər/
reprehensible	/ˌrɛprɪˈhɛnsəbl/
bleached	/bliːtʃt/
floodplain	/ˈflʌdˌpleɪn/
nonviolence	/ˌnɑːnˈvaɪələns/
emphysema	/ˌɛmfɪˈziːmə/
moor	/mʊr/
molded	/ˈmoʊldɪd/
connectedness	/kəˈnɛktɪdnəs/
beehive	/ˈbiːhaɪv/
weightless	/ˈweɪtləs/
carry-on	/ˈkæriˌɑːn/
fizzle	/ˈfɪzl/
gloat	/ɡloʊt/
tumult	/ˈtuːmʌlt/
magenta	/məˈdʒɛntə/
legging	/ˈlɛɡɪŋ/
habitation	/ˌhæbɪˈteɪʃən/
atlas	/ˈætləs/
botch	/bɑːtʃ/
gray-haired	/ˌɡreɪˈhɛrd/
tuber	/ˈtuːbər/
pathos	/ˈpeɪθɑːs/
windrow	/ˈwɪndroʊ/
credo	/ˈkriːdoʊ/
mucus	/ˈmjuːkəs/
gentleness	/ˈdʒɛntəlnəs/
mannerism	/ˈmænəˌrɪzəm/
trimester	/traɪˈmɛstər/
custodial	/kʌˈstoʊdiəl/
tarragon	/ˈtɛrəˌɡɑːn/
ravioli	/ˌræviˈoʊli/
momma	/ˈmɑːmə/
neurosurgeon	/ˌnʊroʊˈsɜːrdʒən/
hysterically	/hɪˈstɛrɪkli/
democratize	/dɪˈmɑːkrəˌtaɪz/
narcissistic	/ˌnɑːrsɪˈsɪstɪk/
uncharacteristically	/ˌʌnkærɪktəˈrɪstɪkli/
biochemistry	/ˌbaɪoʊˈkɛmɪstri/
offstage	/ˌɔːfˈsteɪdʒ/
bequest	/bɪˈkwɛst/
repaint	/ˌriːˈpeɪnt/
furtive	/ˈfɜːrtɪv/
dashing	/ˈdæʃɪŋ/
alum	/ˈæləm/
qualitatively	/ˈkwɑːlɪˌteɪtɪvli/
swab	/swɑːb/
facedown	/ˈfeɪsˌdaʊn/
vacationer	/veɪˈkeɪʃənər/
cleanser	/ˈklɛnzər/
rhododendron	/ˌroʊdəˈdɛndrən/
aimlessly	/ˈeɪmləsli/
unsettled	/ˌʌnˈsɛtl̩d/
retrofit	/ˈrɛtroʊˌfɪt/
feel-good	/ˈfiːlˌɡʊd/
urging	/ˈɜːrdʒɪŋ/
child-rearing	/ˈtʃaɪldˌrɪrɪŋ/
sully	/ˈsʌli/
romanticize	/roʊˈmæntɪˌsaɪz/
heartless	/ˈhɑːrtləs/
analyzer	/ˈænəˌlaɪzər/
deadlock	/ˈdɛdˌlɑːk/
low-tech	/ˌloʊˈtɛk/
off-duty	/ˌɔːfˈduːti/
smock	/smɑːk/
scorecard	/ˈskɔːrkɑːrd/
excision	/ɪkˈsɪʒən/
beater	/ˈbiːtər/
introspection	/ˌɪntrəˈspɛkʃən/
measles	/ˈmiːzəlz/
paving	/ˈpeɪvɪŋ/
karma	/ˈkɑːrmə/
terse	/tɜːrs/
stained-glass	/ˌsteɪndˈɡlæs/
blissful	/ˈblɪsfəl/
lumbering	/ˈlʌmbərɪŋ/
yuppie	/ˈjʌpi/
undervalue	/ˌʌndərˈvæljuː/
decadence	/ˈdɛkədəns/
immortalize	/ɪˈmɔːrtəˌlaɪz/
intoxicating	/ɪnˈtɑːksɪˌkeɪtɪŋ/
indistinct	/ˌɪndɪˈstɪŋkt/
cyclone	/ˈsaɪˌkloʊn/
veracity	/vəˈræsəti/
worn-out	/ˌwɔːrnˈaʊt/
impurity	/ɪmˈpjʊrəti/
ricochet	/ˈrɪkəˌʃeɪ/
indigo	/ˈɪndɪˌɡoʊ/
antiseptic	/ˌæntiˈsɛptɪk/
groupie	/ˈɡruːpi/
occupying	/ˈɑːkjəˌpaɪɪŋ/
steeple	/ˈstiːpl/
summation	/sʌˈmeɪʃən/
six-day	/ˌsɪksˈdeɪ/
rebut	/rɪˈbʌt/
oppressor	/əˈprɛsər/
vandal	/ˈvændəl/
indisputable	/ˌɪndɪˈspjuːtəbl/
pancreatic	/ˌpæŋkriˈætɪk/
eighty-five	/ˌeɪtiˈfaɪv/
infighting	/ˈɪnˌfaɪtɪŋ/
demographer	/dɪˈmɑːɡrəfər/
recliner	/rɪˈklaɪnər/
co-found	/ˌkoʊˈfaʊnd/
tiresome	/ˈtaɪərsəm/
lithe	/laɪð/
schism	/ˈsɪzəm/
sentimentality	/ˌsɛntɪˌmɛntˈælɪti/
far-off	/ˌfɑːrˈɔːf/
sixteenth-century	/ˌsɪksˈtiːnθˈsɛntʃəri/
accede	/əkˈsiːd/
filet	/fɪˈleɪ/
refrigerated	/rɪˈfrɪdʒəˌreɪtɪd/
uptake	/ˈʌpˌteɪk/
submissive	/səbˈmɪsɪv/
sizeable	/ˈsaɪzəbl/
low-lying	/ˌloʊˈlaɪɪŋ/
not-for-profit	/ˌnɑːt fər ˈprɑːfɪt/
pliers	/ˈplaɪərz/
cobble	/ˈkɑːbl/
earthen	/ˈɜːrθən/
forty-one	/ˌfɔːrtiˈwʌn/
wily	/ˈwaɪli/
incontinence	/ɪnˈkɑːntɪnəns/
repugnant	/rɪˈpʌɡnənt/
cinch	/sɪntʃ/
ahh	/ɑː/
ransack	/ˈrænsæk/
rheumatoid	/ˈruːməˌtɔɪd/
anvil	/ˈænvɪl/
upriver	/ˌʌpˈrɪvər/
clumsily	/ˈklʌmzɪli/
prospector	/ˈprɑːˌspɛktər/
humbling	/ˈhʌmblɪŋ/
ripped	/rɪpt/
innkeeper	/ˈɪnˌkiːpər/
criminality	/ˌkrɪməˈnælɪti/
big-screen	/ˌbɪɡˈskriːn/
whistling	/ˈwɪslɪŋ/
tuning	/ˈtuːnɪŋ/
tribesman	/ˈtraɪbzˌmæn/
frothy	/ˈfrɔːθi/
statistician	/ˌstætɪˈstɪʃən/
recollect	/ˌrɛkəˈlɛkt/
recalcitrant	/rɪˈkælsɪtrənt/
electrically	/ɪˈlɛktrɪkli/
heh	/hɛ/
self-regulation	/ˌsɛlfrɛɡjəˈleɪʃən/
psychosis	/saɪˈkoʊsɪs/
headband	/ˈhɛdbænd/
declared	/dɪˈklɛrd/
idealist	/aɪˈdiːəlɪst/
drooping	/ˈdruːpɪŋ/
gumbo	/ˈɡʌmboʊ/
libido	/lɪˈbiːdoʊ/
labeling	/ˈleɪbəlɪŋ/
meaningfully	/ˈmiːnɪŋfəli/
humanly	/ˈhjuːmənli/
inoculate	/ɪˈnɑːkjəleɪt/
scrunch	/skrʌntʃ/
intergroup	/ˌɪntərˈɡruːp/
photovoltaic	/ˌfoʊtoʊvɑːlˈteɪɪk/
vouch	/vaʊtʃ/
franchisee	/ˌfræntʃaɪˈziː/
forester	/ˈfɔːrɪstər/
instantaneously	/ˌɪnstənˈteɪniəsli/
anachronism	/əˈnækərənɪzəm/
admirably	/ˈædmərəbli/
shanty	/ˈʃænti/
bridesmaid	/ˈbraɪdzmeɪd/
crumbled	/ˈkrʌmbəld/
branching	/ˈbræntʃɪŋ/
boarder	/ˈbɔːrdər/
nay	/neɪ/
supplementation	/ˌsʌpləmenˈteɪʃən/
pillowcase	/ˈpɪloʊkeɪs/
tumbling	/ˈtʌmblɪŋ/
smokestack	/ˈsmoʊkˌstæk/
puke	/pjuːk/
chalkboard	/ˈtʃɔːkbɔːrd/
llama	/ˈlɑːmə/
crudely	/ˈkruːdli/
irreplaceable	/ˌɪrɪˈpleɪsəbəl/
deliverance	/dɪˈlɪvərəns/
strainer	/ˈstreɪnər/
untapped	/ˌʌnˈtæpt/
seamstress	/ˈsiːmstrɛs/
disenchanted	/ˌdɪsɪnˈtʃæntɪd/
polka	/ˈpoʊlkə/
floodwaters	/ˈflʌdˌwɔːtərz/
travesty	/ˈtrævəsti/
invertebrate	/ɪnˈvɜːrtəbrət/
goof	/ɡuːf/
commercialize	/kəˈmɜːrʃəlaɪz/
cost-benefit	/ˌkɔːst ˈbɛnɪfɪt/
downtime	/ˈdaʊntaɪm/
mass-produced	/ˌmæs prəˈduːst/
arbor	/ˈɑːrbər/
collapsed	/kəˈlæpst/
windswept	/ˈwɪndswɛpt/
hoopla	/ˈhuːplɑː/
preemption	/priːˈɛmpʃən/
girth	/ɡɜːθ/
scaffold	/ˈskæfəld/
captivating	/ˈkæptɪveɪtɪŋ/
irritant	/ˈɪrɪtənt/
prescient	/ˈprɛʃənt/
expressionless	/ɪkˈsprɛʃənləs/
supposition	/ˌsʌpəˈzɪʃən/
marigold	/ˈmærɪɡoʊld/
radon	/ˈreɪdɑːn/
dame	/deɪm/
unscrew	/ˌʌnˈskruː/
salinity	/səˈlɪnɪti/
naturalized	/ˈnætʃərəlaɪzd/
wrought-iron	/ˌrɔːt ˈaɪərn/
snorkel	/ˈsnɔːrkəl/
newsman	/ˈnuːzmæn/
politicized	/pəˈlɪtɪsaɪzd/
receptacle	/rɪˈsɛptəkəl/
craziness	/ˈkreɪzinəs/
un-american	/ˌʌnəˈmɛrɪkən/
mind-boggling	/ˈmaɪndˌbɑːɡəlɪŋ/
preoperative	/ˌpriːˈɑːpərətɪv/
unrecognizable	/ˌʌnˌrɛkəɡˈnaɪzəbəl/
foreign-born	/ˈfɔːrənˈbɔːrn/
stethoscope	/ˈstɛθəskoʊp/
platelet	/ˈpleɪtlət/
mausoleum	/ˌmɔːzəˈliːəm/
spindle	/ˈspɪndəl/
erstwhile	/ˈɜːrstwaɪl/
pimple	/ˈpɪmpəl/
robin	/ˈrɑːbɪn/
cheater	/ˈtʃiːtər/
aftershock	/ˈæftərʃɑːk/
untimely	/ʌnˈtaɪmli/
euphoric	/juːˈfɔːrɪk/
upside-down	/ˌʌpsaɪd ˈdaʊn/
unopened	/ˌʌnˈoʊpənd/
reusable	/ˌriːˈjuːzəbəl/
whir	/wɜːr/
derelict	/ˈdɛrəlɪkt/
snowman	/ˈsnoʊmæn/
vanquished	/ˈvæŋkwɪʃt/
vertebrate	/ˈvɜːrtəbrət/
underbrush	/ˈʌndərbrʌʃ/
win-win	/ˌwɪn ˈwɪn/
fiscally	/ˈfɪskəli/
spindly	/ˈspɪndli/
buzzword	/ˈbʌzwɜːrd/
indoctrination	/ɪnˌdɑːktrɪˈneɪʃən/
firefight	/ˈfaɪərfaɪt/
five-star	/ˌfaɪv ˈstɑːr/
arugula	/əˈruːɡələ/
holly	/ˈhɑːli/
lewd	/luːd/
emigre	/ˈɛmɪɡreɪ/
eucharistic	/ˌjuːkəˈrɪstɪk/
handset	/ˈhændsɛt/
unresponsive	/ˌʌnrɪˈspɑːnsɪv/
navigational	/ˌnævɪˈɡeɪʃənəl/
permissive	/pərˈmɪsɪv/
triathlon	/traɪˈæθlɑːn/
bulging	/ˈbʌldʒɪŋ/
appraiser	/əˈpreɪzər/
trawler	/ˈtrɔːlər/
esophagus	/ɪˈsɑːfəɡəs/
goatee	/ɡoʊˈtiː/
quarterfinal	/ˌkwɔːrtərˈfaɪnəl/
hellish	/ˈhɛlɪʃ/
ascetic	/əˈsɛtɪk/
heavy-handed	/ˌhɛvi ˈhændɪd/
imprisoned	/ɪmˈprɪzənd/
three-bedroom	/ˌθriː ˈbɛdruːm/
orator	/ˈɔːrətər/
pleated	/ˈpliːtɪd/
suburbia	/səˈbɜːrbiə/
dioxin	/daɪˈɑːksɪn/
litigate	/ˈlɪtɪɡeɪt/
devolve	/dɪˈvɑːlv/
turntable	/ˈtɜːrnˌteɪbəl/
expectantly	/ɪkˈspɛktəntli/
well-designed	/ˌwɛl dɪˈzaɪnd/
unwrapped	/ˌʌnˈræpt/
tightness	/ˈtaɪtnəs/
unintentional	/ˌʌnɪnˈtɛnʃənəl/
upkeep	/ˈʌpkiːp/
manhunt	/ˈmænhʌnt/
encore	/ˈɑːŋkɔːr/
subconscious	/ˌsʌbˈkɑːnʃəs/
self-perception	/ˌsɛlf pərˈsɛpʃən/
foundry	/ˈfaʊndri/
mortify	/ˈmɔːrtɪfaɪ/
amok	/əˈmʌk/
haunch	/hɔːntʃ/
delirious	/dɪˈlɪriəs/
cluck	/klʌk/
strum	/strʌm/
repulse	/rɪˈpʌls/
demote	/diːˈmoʊt/
reforming	/rɪˈfɔːrmɪŋ/
medial	/ˈmiːdiəl/
mutilated	/ˈmjuːtɪleɪtɪd/
six-week	/ˌsɪks ˈwiːk/
sequin	/ˈsiːkwɪn/
reticence	/ˈrɛtɪsəns/
sleeveless	/ˈsliːvləs/
capitulate	/kəˈpɪtʃəleɪt/
botched	/bɑːtʃt/
vengeful	/ˈvɛndʒfəl/
coincidental	/koʊˌɪnsɪˈdɛntəl/
illogical	/ɪˈlɑːdʒɪkəl/
stricture	/ˈstrɪktʃər/
humanize	/ˈhjuːmənaɪz/
misperception	/ˌmɪspərˈsɛpʃən/
collie	/ˈkɑːli/
sleet	/sliːt/
hiccup	/ˈhɪkʌp/
departed	/dɪˈpɑːrtɪd/
lard	/lɑːrd/
mesquite	/məˈskiːt/
stalinist	/ˈstɑːlɪnɪst/
tightrope	/ˈtaɪtroʊp/
monogamous	/məˈnɑːɡəməs/
playback	/ˈpleɪbæk/
connectivity	/ˌkɑːnɛkˈtɪvɪti/
one-party	/ˌwʌn ˈpɑːrti/
hurried	/ˈhɜːrid/
leaning	/ˈliːnɪŋ/
goodnight	/ˌɡʊdˈnaɪt/
vanished	/ˈvænɪʃt/
unharmed	/ˌʌnˈhɑːrmd/
amp	/æmp/
artifice	/ˈɑːrtɪfɪs/
gong	/ɡɔːŋ/
tern	/tɜːrn/
iteration	/ˌɪtəˈreɪʃən/
compendium	/kəmˈpɛndiəm/
fishy	/ˈfɪʃi/
gaseous	/ˈɡeɪsiəs/
disguised	/dɪsˈɡaɪzd/
preservationist	/ˌprɛzərˈveɪʃənɪst/
well-off	/ˌwɛl ˈɔːf/
plantain	/ˈplæntɪn/
clang	/klæŋ/
rancid	/ˈrænsɪd/
misjudge	/ˌmɪsˈdʒʌdʒ/
devious	/ˈdiːviəs/
well-rounded	/ˌwɛl ˈraʊndɪd/
souffle	/ˈsuːfleɪ/
unimpressed	/ˌʌnɪmˈprɛst/
storeroom	/ˈstɔːruːm/
indiscriminately	/ˌɪndɪˈskrɪmɪnətli/
aphid	/ˈeɪfɪd/
unquestioned	/ˌʌnˈkwɛstʃənd/
flammable	/ˈflæməbəl/
undersecretary	/ˌʌndərˈsɛkrəteri/
countenance	/ˈkaʊntənəns/
wrecked	/rɛkt/
puffing	/ˈpʌfɪŋ/
cropped	/krɑːpt/
sensibly	/ˈsɛnsəbli/
aegis	/ˈiːdʒɪs/
scuff	/skʌf/
tiled	/taɪld/
magnifying	/ˈmæɡnɪfaɪɪŋ/
frill	/frɪl/
morphology	/mɔːrˈfɑːlədʒi/
foursome	/ˈfɔːrsʌm/
mortuary	/ˈmɔːrtʃueri/
poisoned	/ˈpɔɪzənd/
askew	/əˈskjuː/
insulating	/ˈɪnsəleɪtɪŋ/
scarecrow	/ˈskɛrkroʊ/
runny	/ˈrʌni/
heartbroken	/ˈhɑːrtbroʊkən/
curling	/ˈkɜːrlɪŋ/
no-brainer	/ˌnoʊ ˈbreɪnər/
vindictive	/vɪnˈdɪktɪv/
jubilant	/ˈdʒuːbɪlənt/
abut	/əˈbʌt/
long-term-care	/ˌlɔːŋ tɜːrm ˈkɛr/
landfall	/ˈlændfɔːl/
snow-covered	/ˈsnoʊˌkʌvərd/
fascinated	/ˈfæsɪneɪtɪd/
pessimist	/ˈpɛsəmɪst/
cooperatively	/ˌkoʊˈɑːpərətɪvli/
call-in	/ˈkɔːlɪn/
anti-aircraft	/ˌænti ˈɛrkræft/
unfaithful	/ˌʌnˈfeɪθfəl/
pox	/pɑːks/
precipitously	/prɪˈsɪpɪtəsli/
untouchable	/ˌʌnˈtʌtʃəbəl/
furnished	/ˈfɜːrnɪʃt/
run-in	/ˈrʌnɪn/
savagely	/ˈsævɪdʒli/
correspondingly	/ˌkɔːrəˈspɑːndɪŋli/
deformation	/ˌdiːfɔːrˈmeɪʃən/
resumption	/rɪˈzʌmpʃən/
negativity	/ˌnɛɡəˈtɪvɪti/
driftwood	/ˈdrɪftwʊd/
yo-yo	/ˈjoʊˌjoʊ/
spar	/spɑːr/
coffeehouse	/ˈkɔːfihaʊs/
top-rated	/ˌtɑːp ˈreɪtɪd/
stand-in	/ˈstændɪn/
case-by-case	/ˌkeɪs baɪ ˈkeɪs/
abrasion	/əˈbreɪʒən/
curving	/ˈkɜːrvɪŋ/
bayou	/ˈbaɪuː/
tutelage	/ˈtuːtəlɪdʒ/
juggernaut	/ˈdʒʌɡərnɔːt/
superbly	/suːˈpɜːrbli/
stag	/stæɡ/
payable	/ˈpeɪəbəl/
alertness	/əˈlɜːrtnəs/
age-related	/ˌeɪdʒ rɪˈleɪtɪd/
hard-earned	/ˌhɑːrd ˈɜːrnd/
confederation	/kənˌfɛdəˈreɪʃən/
priestly	/ˈpriːstli/
jaunt	/dʒɔːnt/
staccato	/stəˈkɑːtoʊ/
theologically	/ˌθiːəˈlɑːdʒɪkli/
aggrieved	/əˈɡriːvd/
moonlit	/ˈmuːnlɪt/
swatch	/swɑːtʃ/
crypt	/krɪpt/
headlong	/ˈhɛdlɔːŋ/
second-degree	/ˌsɛkənd dɪˈɡriː/
old-school	/ˌoʊld ˈskuːl/
convoluted	/ˈkɑːnvəˌluːtɪd/
angling	/ˈæŋɡlɪŋ/
tested	/ˈtɛstɪd/
compromised	/ˈkɑːmprəmaɪzd/
embellishment	/ɪmˈbɛlɪʃmənt/
quash	/kwɑːʃ/
bloodless	/ˈblʌdləs/
sprained	/spreɪnd/
scarred	/skɑːrd/
graduated	/ˈɡrædʒueɪtɪd/
three-part	/ˌθriː ˈpɑːrt/
titanic	/taɪˈtænɪk/
reproach	/rɪˈproʊtʃ/
reconstructive	/ˌriːkənˈstrʌktɪv/
vastness	/ˈvæstnəs/
unabashed	/ˌʌnəˈbæʃt/
verdant	/ˈvɜːrdənt/
ark	/ɑːrk/
yer	/jɜːr/
four-wheel	/ˌfɔːr ˈwiːl/
otherness	/ˈʌðərnəs/
dictatorial	/ˌdɪkteɪˈtɔːriəl/
clearinghouse	/ˈklɪrɪŋhaʊs/
americanization	/əˌmɛrɪkənaɪˈzeɪʃən/
sorbet	/sɔːrˈbeɪ/
novella	/noʊˈvɛlə/
pneumatic	/nuːˈmætɪk/
gazebo	/ɡəˈziːboʊ/
searcher	/ˈsɜːrtʃər/
brainchild	/ˈbreɪntʃaɪld/
duplex	/ˈduːplɛks/
misfit	/ˈmɪsfɪt/
astride	/əˈstraɪd/
renovated	/ˈrɛnəveɪtɪd/
wiretap	/ˈwaɪərˌtæp/
ninety-nine	/ˌnaɪnti ˈnaɪn/
chain-link	/ˈtʃeɪnˌlɪŋk/
derision	/dɪˈrɪʒən/
first-quarter	/ˌfɜːrst ˈkwɔːrtər/
timbre	/ˈtæmbər/
empty-handed	/ˌɛmpti ˈhændɪd/
you-all	/juː ˈɔːl/
subcategory	/ˌsʌbkæˈtɛɡɔːri/
tinnitus	/ˈtɪnɪtəs/
commandeer	/ˌkɑːmənˈdɪr/
cobweb	/ˈkɑːbwɛb/
loader	/ˈloʊdər/
blacktop	/ˈblækˌtɑːp/
genie	/ˈdʒiːni/
intonation	/ˌɪntoʊˈneɪʃən/
femur	/ˈfiːmər/
slush	/slʌʃ/
approvingly	/əˈpruːvɪŋli/
affordability	/əˌfɔːrdəˈbɪlɪti/
circumcision	/ˌsɜːrkəmˈsɪʒən/
crock	/krɑːk/
parlay	/ˈpɑːrleɪ/
facsimile	/fækˈsɪməli/
visuals	/ˈvɪʒuəlz/
yummy	/ˈjʌmi/
sweltering	/ˈswɛltərɪŋ/
sari	/ˈsɑːri/
tertiary	/ˈtɜːrʃieri/
senatorial	/ˌsɛnəˈtɔːriəl/
burned-out	/ˌbɜːrnd ˈaʊt/
tabulate	/ˈtæbjəleɪt/
harvesting	/ˈhɑːrvɪstɪŋ/
jump-start	/ˈdʒʌmp stɑːrt/
hypnotize	/ˈhɪpnətaɪz/
dilate	/daɪˈleɪt/
dishearten	/dɪsˈhɑːrtən/
causation	/kɔːˈzeɪʃən/
plagiarism	/ˈpleɪdʒərɪzəm/
high-flying	/ˌhaɪ ˈflaɪɪŋ/
yellowish	/ˈjɛloʊɪʃ/
