the	["the"]
dearly	["'deer", "lee"]
dope	["dope"]
parishioner	["'pa", "ri", "shun", "er"]
snail	["snail"]
zeal	["zeal"]
rejoin	["re", "'join"]
decipher	["de", "'ci", "pher"]
exemplary	["ig", "'zem", "pla", "ree"]
electronically	["e", "lec", "tron", "'i", "cal", "lee"]
osteoporosis	["os", "tee", "o", "po", "'ro", "sis"]
shattered	["'sha", "terd"]
deplete	["de", "'pleet"]
martini	["mar", "'tee", "nee"]
perverse	["per", "'vers"]
acoustic	["a", "'coos", "tic"]
proficiency	["pro", "fi", "'shi", "en", "see"]
favorably	["'fa", "vor", "a", "bly"]
standoff	["'stand", "off"]
coronary	["'cor", "o", "na", "ree"]
obsessive	["ob", "'ses", "siv"]
rhyme	["rhyme"]
sincerely	["sin", "'seer", "lee"]
analogous	["a", "'na", "lo", "gus"]
colombian	["co", "'lum", "bee", "an"]
legion	["'lee", "jun"]
patriarchal	["'pa", "tree", "ar", "cal"]
gait	["gait"]
euro	["'yu", "ro"]
gleam	["gleam"]
accreditation	["a", "cre", "di", "'ta", "shun"]
kosher	["'ko", "sher"]
caravan	["'ca", "ra", "van"]
unresolved	["un", "re", "'zolvd"]
locked	["locked"]
gambler	["'gam", "bler"]
sect	["sect"]
sectarian	["sec", "'tair", "ee", "an"]
resurrection	["re", "zu", "'rek", "shun"]
brittle	["'bri", "tle"]
adept	["a", "'dept"]
handmade	["'hand", "made"]
handicapped	["'han", "di", "capt"]
babe	["babe"]
foray	["'for", "ay"]
torque	["torque"]
outdated	["'out", "da", "ted"]
fragmented	["'frag", "men", "ted"]
coastline	["'coast", "line"]
cloudy	["'clou", "dee"]
thrift	["thrift"]
necessitate	["ne", "'ce", "si", "tate"]
installment	["in", "'stall", "ment"]
daycare	["'day", "care"]
precipitate	["pre", "'ci", "pi", "tate"]
subsistence	["sub", "'sis", "tens"]
subtract	["sub", "'tract"]
nourish	["'nur", "ish"]
slug	["slug"]
first-round	["'first", "round"]
ho	["ho"]
understandably	["un", "der", "'stand", "a", "bly"]
likeness	["'like", "ness"]
strategically	["stra", "'tee", "ji", "cal", "lee"]
scold	["scold"]
hysteria	["his", "'teer", "ee", "a"]
upbringing	["'up", "bri", "ning"]
sixteenth	["six", "'teenth"]
intolerance	["in", "'tol", "er", "ans"]
drinker	["'drin", "ker"]
festivity	["fes", "'ti", "vi", "tee"]
reflex	["'re", "flex"]
rebuilding	["re", "'bil", "ding"]
barrage	["ba", "'rahzh"]
inspiring	["in", "'spi", "ring"]
slowdown	["'slow", "down"]
conglomerate	["con", "'glom", "er", "ate"]
ivy	["'i", "vee"]
rust	["rust"]
cheerleader	["'cheer", "lee", "der"]
township	["'town", "ship"]
insulate	["'in", "su", "late"]
honorary	["'on", "o", "ra", "ree"]
disproportionate	["dis", "pro", "'por", "shun", "it"]
consolation	["con", "so", "'la", "shun"]
dissatisfied	["dis", "'sa", "tis", "fied"]
operative	["'o", "per", "a", "tiv"]
all-american	["all", "a", "'mer", "i", "can"]
transmitter	["trans", "'mi", "ter"]
bailout	["'bail", "out"]
ion	["'i", "on"]
hacker	["'ha", "ker"]
curricular	["cu", "'ri", "cu", "lar"]
anthology	["an", "'thol", "o", "jee"]
vacancy	["'va", "can", "see"]
imprint	["'im", "print"]
supplemental	["sup", "ple", "'men", "tal"]
audition	["au", "'di", "shun"]
receptionist	["re", "'cep", "shun", "ist"]
sealed	["sealed"]
addictive	["a", "'dik", "tiv"]
unbearable	["un", "'bear", "a", "ble"]
portuguese	["por", "chu", "'geez"]
notoriously	["no", "to", "'ree", "us", "lee"]
packing	["'pa", "king"]
projector	["pro", "'jek", "tor"]
two-story	["'two", "sto", "ree"]
wares	["wares"]
polymer	["'po", "li", "mer"]
prehistoric	["pre", "his", "'tor", "ic"]
eloquent	["'e", "lo", "kwent"]
nicotine	["'ni", "co", "teen"]
globally	["'glo", "bal", "lee"]
nongovernmental	["non", "gu", "vern", "'men", "tal"]
regiment	["'re", "ji", "ment"]
ascent	["a", "'sent"]
time-consuming	["'time", "con", "su", "ming"]
apricot	["'a", "pri", "cot"]
quaint	["quaint"]
seedling	["'seed", "ling"]
herring	["'her", "ring"]
nigger	["'ni", "ger"]
tofu	["'to", "foo"]
thirsty	["'thir", "stee"]
federation	["fe", "de", "'ra", "shun"]
anecdotal	["'a", "nec", "do", "tal"]
tapestry	["'ta", "pes", "tree"]
skid	["skid"]
smoked	["smoked"]
hospice	["'hos", "pis"]
adjective	["'ad", "jek", "tiv"]
oasis	["o", "'a", "sis"]
brilliance	["'bril", "yans"]
scarlet	["'scar", "let"]
aquarium	["a", "'kwair", "ee", "um"]
misfortune	["mis", "'for", "chun"]
hostess	["'hos", "tes"]
abuser	["a", "'byu", "zer"]
inception	["in", "'sep", "shun"]
clad	["clad"]
reverence	["'re", "ver", "ens"]
winery	["'wi", "ner", "ee"]
telling	["'te", "ling"]
balk	["balk"]
beta	["'bay", "ta"]
monstrous	["'mon", "strus"]
obese	["o", "'bees"]
thoughtfully	["'thot", "ful", "lee"]
lecturer	["'lek", "chu", "rer"]
profess	["pro", "'fes"]
unintended	["un", "in", "'ten", "ded"]
jihad	["ji", "'had"]
moratorium	["mor", "a", "'tor", "ee", "um"]
estimation	["es", "ti", "'ma", "shun"]
headnote	["'hed", "note"]
sprig	["sprig"]
brother-in-law	["'bro", "ther", "in", "law"]
pharmacist	["'phar", "ma", "cist"]
monologue	["'mo", "no", "log"]
feud	["feud"]
convertible	["con", "'ver", "ti", "ble"]
embryonic	["em", "bree", "'on", "ic"]
casserole	["'ca", "se", "role"]
audible	["'au", "di", "ble"]
beaten	["'bee", "ten"]
disgrace	["dis", "'grace"]
resurgence	["re", "'sur", "jens"]
rosemary	["'roze", "ma", "ree"]
squirm	["squirm"]
grad	["grad"]
pixel	["'pix", "el"]
fledgling	["'fledg", "ling"]
year-old	["'year", "old"]
brilliantly	["'bril", "yant", "lee"]
pantry	["'pan", "tree"]
anew	["a", "'new"]
fuse	["fuse"]
fabricate	["'fa", "bri", "cate"]
sow	["sow"]
modernize	["'mo", "der", "nize"]
disapproval	["dis", "a", "'proo", "val"]
tendon	["'ten", "don"]
avocado	["a", "vo", "'ca", "do"]
getaway	["'ge", "ta", "way"]
plaid	["plaid"]
complexion	["com", "'plek", "shun"]
wrench	["wrench"]
sublime	["sub", "'lime"]
trusted	["'trus", "ted"]
collateral	["co", "'la", "te", "ral"]
stoop	["stoop"]
unused	["un", "'yuzd"]
ecstatic	["ek", "'sta", "tic"]
waive	["waive"]
paramedic	["pa", "ra", "'me", "dic"]
thaw	["thaw"]
aye	["aye"]
disintegrate	["dis", "'in", "te", "grate"]
hardy	["'har", "dee"]
obliterate	["o", "'bli", "te", "rate"]
infiltrate	["'in", "fil", "trate"]
decency	["'dee", "sen", "see"]
brandy	["'bran", "dee"]
notwithstanding	["not", "with", "'stan", "ding"]
forestry	["'for", "es", "tree"]
rover	["'ro", "ver"]
internship	["'in", "tern", "ship"]
enlightened	["en", "'li", "tened"]
extravagant	["ex", "'tra", "va", "gant"]
testosterone	["tes", "'tos", "te", "rone"]
belgian	["'bel", "jun"]
chatter	["'cha", "ter"]
predictive	["pre", "'dik", "tiv"]
interrogate	["in", "'te", "ro", "gate"]
grieving	["'gree", "ving"]
accessibility	["ac", "ces", "si", "'bi", "li", "tee"]
stat	["stat"]
inflammatory	["in", "'flam", "a", "tor", "ee"]
visitation	["vi", "zi", "'ta", "shun"]
hypertension	["hi", "per", "'ten", "shun"]
conceivable	["con", "'see", "va", "ble"]
zucchini	["zu", "'kee", "nee"]
entrust	["en", "'trust"]
taut	["taut"]
exploratory	["ex", "'plo", "ra", "tor", "ee"]
incremental	["in", "cre", "'men", "tal"]
cutback	["'cut", "back"]
present-day	["'pre", "zent", "day"]
remedial	["re", "'mee", "dee", "al"]
detach	["de", "'tach"]
biopsy	["'bi", "op", "see"]
brew	["brew"]
sacrament	["'sa", "cra", "ment"]
gymnastics	["jim", "'nas", "tics"]
reorganization	["re", "or", "ga", "ni", "'za", "shun"]
clientele	["cli", "en", "'tel"]
endowment	["en", "'dow", "ment"]
biomass	["'bi", "o", "mass"]
zipper	["'zi", "per"]
adrenaline	["a", "'dre", "na", "lin"]
mediocre	["'mee", "dee", "o", "ker"]
heartland	["'hart", "land"]
sparse	["sparse"]
completed	["com", "'plee", "ted"]
narrate	["na", "'rate"]
snore	["snore"]
beacon	["'bee", "con"]
speck	["speck"]
zinc	["zinc"]
tattered	["'ta", "terd"]
cellphone	["'cell", "phone"]
rendition	["ren", "'di", "shun"]
saloon	["sa", "'loon"]
pleasantly	["'ple", "zant", "lee"]
preseason	["'pree", "see", "zun"]
unanimously	["yu", "'na", "ni", "mus", "lee"]
curfew	["'cur", "fyoo"]
gritty	["'gri", "tee"]
extraction	["ex", "'trac", "shun"]
glisten	["'gli", "sen"]
courtship	["'court", "ship"]
victimization	["'vic", "ti", "mi", "'za", "shun"]
pentagon	["'pen", "ta", "gon"]
yen	["yen"]
rift	["rift"]
orgasm	["'or", "gazm"]
melting	["'mel", "ting"]
takeoff	["'take", "off"]
gracefully	["'grace", "ful", "lee"]
admirable	["'ad", "mi", "ra", "ble"]
encyclopedia	["en", "si", "clo", "'pee", "dee", "a"]
remorse	["re", "'morse"]
shortfall	["'short", "fall"]
cubicle	["'cu", "bi", "cal"]
progressively	["pro", "'gre", "si", "vlee"]
principally	["'prin", "ci", "pal", "lee"]
beforehand	["be", "fore", "'hand"]
undecided	["un", "de", "'ci", "ded"]
margarine	["'mar", "ja", "rin"]
lookout	["'look", "out"]
scroll	["scroll"]
objectivity	["ob", "jek", "'ti", "vi", "tee"]
affidavit	["a", "fi", "'da", "vit"]
folded	["'fol", "ded"]
neural	["'nu", "ral"]
satire	["'sa", "tire"]
dues	["dues"]
cot	["cot"]
alternatively	["al", "'ter", "na", "tiv", "lee"]
makeover	["'make", "o", "ver"]
batting	["'ba", "ting"]
nation-state	["'na", "shun", "state"]
behold	["be", "'hold"]
pew	["pew"]
ethiopian	["ee", "thee", "'o", "pee", "an"]
wring	["wring"]
tedious	["'tee", "dee", "us"]
nostalgic	["nos", "'tal", "jik"]
turbulence	["'tur", "bu", "lens"]
differentiation	["di", "fer", "en", "shee", "'a", "shun"]
dignified	["'dig", "ni", "fied"]
parody	["'pa", "ro", "dee"]
caste	["caste"]
humanities	["hu", "'ma", "ni", "tees"]
relentlessly	["re", "'lent", "less", "lee"]
neutralize	["'nu", "tra", "lize"]
proportional	["pro", "'por", "shun", "al"]
rebate	["re", "'bate"]
scripture	["'scrip", "chur"]
sewing	["'so", "ing"]
austrian	["'os", "tree", "an"]
fleeting	["'flee", "ting"]
pedestal	["'pe", "de", "stal"]
biographer	["bi", "'o", "gra", "fer"]
abdominal	["ab", "'do", "mi", "nal"]
diarrhea	["di", "a", "'ree", "a"]
delineate	["de", "'li", "nee", "ate"]
spew	["spew"]
modern-day	["'mo", "dern", "day"]
omission	["o", "'mi", "shun"]
annoyance	["a", "'noy", "ans"]
paranoia	["pa", "ra", "'noy", "a"]
kuwaiti	["koo", "'wai", "tee"]
emeritus	["e", "'me", "ri", "tus"]
reptile	["'rep", "tile"]
foreclosure	["fore", "'clo", "zhur"]
insecure	["in", "se", "'cure"]
majestic	["ma", "'jes", "tic"]
confound	["con", "'found"]
mathematician	["ma", "the", "ma", "'ti", "shun"]
surreal	["su", "'real"]
cleanse	["cleanse"]
relocation	["re", "lo", "'ca", "shun"]
adopted	["a", "'dop", "ted"]
lotion	["'lo", "shun"]
identifiable	["i", "den", "ti", "'fi", "a", "ble"]
cadre	["'ca", "dray"]
commend	["co", "'mend"]
encircle	["en", "'ser", "cle"]
confiscate	["'con", "fis", "cate"]
dynasty	["'di", "nas", "tee"]
burglary	["'bur", "gla", "ree"]
coroner	["'cor", "o", "ner"]
generously	["'je", "ne", "rus", "lee"]
disco	["'dis", "co"]
paradoxically	["pa", "ra", "dok", "'si", "cal", "lee"]
boldly	["'bold", "lee"]
preferable	["'pre", "fer", "a", "ble"]
blue-collar	["'blue", "col", "lar"]
amnesty	["'am", "nes", "tee"]
hydraulic	["hi", "'draw", "lic"]
rediscover	["re", "dis", "'cu", "ver"]
disgusted	["dis", "'gus", "ted"]
thee	["thee"]
forcefully	["'force", "ful", "lee"]
rink	["rink"]
rafter	["'raf", "ter"]
resurrect	["re", "zu", "'rekt"]
individualism	["in", "di", "vi", "'du", "a", "liz", "um"]
neuron	["'nu", "ron"]
deli	["'de", "lee"]
backfire	["'back", "fire"]
resilience	["re", "'zil", "yens"]
downright	["'down", "right"]
measured	["'me", "zhurd"]
buttocks	["'bu", "tocks"]
delicately	["'de", "li", "cat", "lee"]
menopause	["'me", "no", "paws"]
yugoslav	["'yu", "go", "slav"]
halftime	["'half", "time"]
derail	["de", "'rail"]
bewildered	["be", "'wil", "derd"]
individuality	["in", "di", "vi", "du", "'a", "li", "tee"]
revitalize	["re", "'vi", "ta", "lize"]
reassurance	["re", "a", "'shur", "ans"]
downsize	["'down", "size"]
impediment	["im", "'pe", "di", "ment"]
captivity	["cap", "'ti", "vi", "tee"]
steward	["'stoo", "erd"]
watery	["'wa", "ter", "ee"]
electromagnetic	["e", "lec", "tro", "mag", "'ne", "tic"]
kayak	["'ki", "ak"]
tentatively	["'ten", "ta", "tiv", "lee"]
awkwardly	["'awk", "ward", "lee"]
storefront	["'store", "front"]
sparkle	["'spar", "kle"]
defeated	["de", "'fee", "ted"]
anti-semitism	["an", "ti", "'se", "mi", "ti", "zum"]
bipolar	["bi", "'po", "lar"]
manageable	["'ma", "ni", "ja", "ble"]
guise	["guise"]
electrode	["e", "'lec", "trode"]
remake	["re", "'make"]
ornate	["or", "'nate"]
edible	["'e", "di", "ble"]
colonization	["co", "lo", "ni", "'za", "shun"]
funky	["'fun", "kee"]
viral	["'vi", "ral"]
disciplined	["'dis", "ci", "plind"]
eggplant	["'egg", "plant"]
cover-up	["'co", "ver", "up"]
booklet	["'book", "let"]
thunderstorm	["'thun", "der", "storm"]
bumper	["'bum", "per"]
stronghold	["'strong", "hold"]
thrilling	["'thri", "ling"]
schoolteacher	["'school", "tee", "cher"]
focused	["'fo", "kust"]
skyscraper	["'sky", "scra", "per"]
anxiously	["'ang", "shus", "lee"]
pronouncement	["pro", "'noun", "sment"]
expend	["ex", "'pend"]
inexperienced	["in", "ex", "'peer", "ee", "enst"]
airy	["'air", "ee"]
outpatient	["'out", "pa", "shent"]
resilient	["re", "'zil", "yent"]
erratic	["e", "'ra", "tic"]
redesign	["re", "de", "'zine"]
refinement	["re", "'fine", "ment"]
chute	["chute"]
reciprocal	["re", "'ci", "pro", "cal"]
neurological	["nu", "ro", "'lo", "ji", "cal"]
hilarious	["hi", "'lair", "ee", "us"]
mother-in-law	["'mu", "ther", "in", "law"]
nonfiction	["non", "'fik", "shun"]
dispel	["dis", "'pel"]
syringe	["si", "'rinj"]
small-town	["'small", "town"]
taunt	["taunt"]
stylistic	["sty", "'lis", "tic"]
pointer	["'poin", "ter"]
yawn	["yawn"]
envelop	["en", "'ve", "lop"]
handshake	["'hand", "shake"]
theorize	["'thee", "o", "rize"]
kindly	["'kind", "lee"]
revere	["re", "'vere"]
renounce	["re", "'nouns"]
mormon	["'mor", "mon"]
distrust	["dis", "'trust"]
emigrate	["'e", "mi", "grate"]
swath	["swath"]
bribe	["bribe"]
wiggle	["'wi", "gle"]
overstate	["o", "ver", "'state"]
breeder	["'bree", "der"]
cringe	["cringe"]
disapprove	["dis", "a", "'proov"]
whichever	["whi", "'che", "ver"]
lore	["lore"]
choral	["'cho", "ral"]
memorabilia	["me", "mo", "ra", "'bi", "lee", "a"]
gag	["gag"]
simplistic	["sim", "'plis", "tic"]
czar	["czar"]
emphatically	["em", "'fa", "ti", "cal", "lee"]
investing	["in", "'ves", "ting"]
proclamation	["pro", "cla", "'ma", "shun"]
climax	["'cli", "max"]
improbable	["im", "'pro", "ba", "ble"]
roadway	["'road", "way"]
wrapper	["'wra", "per"]
ukrainian	["yu", "'kray", "nee", "an"]
closeness	["'clo", "sness"]
contributing	["con", "'tri", "bu", "ting"]
victimize	["'vic", "ti", "mize"]
unearth	["un", "'erth"]
ambivalent	["am", "'bi", "va", "lent"]
caliber	["'cal", "i", "ber"]
subgroup	["sub", "group"]
confinement	["con", "'fine", "ment"]
hearth	["hearth"]
humid	["'hu", "mid"]
updated	["'up", "da", "ted"]
obstruct	["ob", "struct"]
shortstop	["'short", "stop"]
trudge	["trudge"]
glean	["glean"]
generalize	["'gen", "er", "al", "ize"]
smuggler	["'smug", "gler"]
induction	["in", "'duc", "tion"]
bungalow	["'bun", "ga", "low"]
suggestive	["su", "ges", "'tive"]
feeding	["'feed", "ing"]
faucet	["'fau", "cet"]
worldly	["'world", "ly"]
testament	["'tes", "ta", "ment"]
stash	["stash"]
positioning	["po", "si", "'tion", "ing"]
humiliating	["hu", "mil", "i", "'a", "ting"]
centimeter	["'cen", "ti", "me", "ter"]
shard	["shard"]
fillet	["fi", "let"]
dialect	["'di", "a", "lect"]
varsity	["'var", "si", "ty"]
arid	["'ar", "id"]
kettle	["'ket", "tle"]
life-threatening	["'life", "threa", "ten", "ing"]
biased	["'bi", "ased"]
sharing	["'shar", "ing"]
recruiter	["re", "'cruit", "er"]
nafta	["'naf", "ta"]
unreliable	["un", "re", "'li", "a", "ble"]
dwindle	["'dwin", "dle"]
flyer	["'fly", "er"]
transient	["'tran", "sient"]
rejoice	["re", "joice"]
doorstep	["'door", "step"]
attributable	["a", "'trib", "u", "ta", "ble"]
patriarch	["'pa", "tri", "arch"]
substitution	["sub", "sti", "'tu", "tion"]
unspoken	["un", "'spo", "ken"]
anthropological	["an", "thro", "po", "'lo", "gi", "cal"]
welcoming	["'wel", "com", "ing"]
unequal	["un", "'e", "qual"]
mare	["mare"]
gal	["gal"]
tutoring	["'tu", "tor", "ing"]
misdemeanor	["mis", "de", "'mean", "or"]
info	["'in", "fo"]
loot	["loot"]
inconvenience	["in", "con", "'ven", "ience"]
sleeper	["'slee", "per"]
caricature	["'car", "i", "ca", "ture"]
legalize	["'le", "gal", "ize"]
peruvian	["pe", "'ru", "vi", "an"]
racing	["'ra", "cing"]
foothill	["'foot", "hill"]
propulsion	["pro", "'pul", "sion"]
evergreen	["'ev", "er", "green"]
attire	["a", "'tire"]
backcountry	["'back", "coun", "try"]
outfielder	["'out", "field", "er"]
sub	["sub"]
recurrence	["re", "'cur", "rence"]
saucer	["'sau", "cer"]
stated	["'sta", "ted"]
synonymous	["si", "'non", "y", "mous"]
macho	["'ma", "cho"]
strained	["strained"]
picket	["'pic", "ket"]
clothe	["clothe"]
combatant	["com", "'bat", "ant"]
colonialism	["co", "'lo", "ni", "al", "ism"]
derivative	["de", "'riv", "a", "tive"]
adoptive	["a", "'dop", "tive"]
informative	["in", "'for", "ma", "tive"]
twirl	["twirl"]
nominal	["'nom", "i", "nal"]
recapture	["re", "'cap", "ture"]
second-hand	["'sec", "ond", "hand"]
frontal	["'fron", "tal"]
splendor	["'splen", "dor"]
blatant	["'bla", "tant"]
viability	["vi", "a", "'bil", "i", "ty"]
spreading	["'spred", "ing"]
overboard	["'o", "ver", "board"]
cohesion	["co", "'he", "sion"]
going	["'go", "ing"]
funnel	["'fun", "nel"]
abstinence	["'ab", "sti", "nence"]
distorted	["dis", "'tor", "ted"]
twentieth-century	["'twen", "ti", "eth", "'cen", "tu", "ry"]
pictorial	["pic", "'to", "ri", "al"]
fanatic	["fa", "'na", "tic"]
rendering	["'ren", "der", "ing"]
hopelessly	["'hope", "less", "ly"]
ancestry	["'an", "ces", "try"]
upstate	["'up", "state"]
remembrance	["re", "'mem", "brance"]
detachment	["de", "'tach", "ment"]
repercussion	["re", "per", "'cus", "sion"]
frivolous	["'friv", "o", "lous"]
exceedingly	["ex", "'ceed", "ing", "ly"]
accelerated	["ac", "'cel", "er", "a", "ted"]
familial	["fa", "'mil", "i", "al"]
decoy	["de", "coy"]
vial	["vi", "al"]
wrinkled	["'wrin", "kled"]
thirst	["thirst"]
flashy	["'flash", "y"]
dweller	["'dwel", "ler"]
tame	["tame"]
hygiene	["'hy", "giene"]
mindful	["'mind", "ful"]
porn	["porn"]
bison	["'bi", "son"]
physiology	["phys", "i", "'ol", "o", "gy"]
mussels	["'mus", "sels"]
relive	["re", "live"]
deport	["de", "port"]
debacle	["de", "'ba", "cle"]
detrimental	["de", "tri", "'men", "tal"]
amen	["a", "men"]
genus	["'ge", "nus"]
blare	["blare"]
funded	["'fun", "ded"]
oversized	["'o", "ver", "sized"]
valuation	["val", "u", "'a", "tion"]
gobble	["'gob", "ble"]
attainment	["at", "'tain", "ment"]
jolt	["jolt"]
ardent	["'ar", "dent"]
naturalist	["'nat", "u", "ral", "ist"]
centennial	["cen", "'ten", "ni", "al"]
learned	["learned"]
unprepared	["un", "pre", "'pared"]
appalling	["ap", "'pal", "ling"]
righteous	["'ri", "chous"]
subpoena	["sub", "'poe", "na"]
provisional	["pro", "'vi", "sion", "al"]
mend	["mend"]
cheerfully	["'cheer", "ful", "ly"]
metaphysical	["met", "a", "'phys", "i", "cal"]
teller	["'tel", "ler"]
internalize	["in", "'ter", "nal", "ize"]
demolition	["dem", "o", "'li", "tion"]
tweak	["tweak"]
spiritually	["'spir", "it", "u", "al", "ly"]
leafy	["'lea", "fy"]
devout	["de", "vout"]
at-risk	["at", "risk"]
proprietor	["pro", "'pri", "e", "tor"]
noted	["'no", "ted"]
boiler	["'boi", "ler"]
fielder	["'field", "er"]
reorganize	["re", "'or", "gan", "ize"]
penetration	["pen", "e", "'tra", "tion"]
grimace	["gri", "mace"]
unjust	["un", "just"]
exporter	["ex", "'port", "er"]
narration	["na", "'ra", "tion"]
powerfully	["'pow", "er", "ful", "ly"]
baggy	["'bag", "gy"]
rearview	["'rear", "view"]
ailing	["'ail", "ing"]
strife	["strife"]
exaggeration	["ex", "ag", "ger", "'a", "tion"]
jordanian	["jor", "'da", "ni", "an"]
accentuate	["ac", "'cen", "tu", "ate"]
primer	["'pri", "mer"]
leash	["leash"]
validation	["val", "i", "'da", "tion"]
gutter	["'gut", "ter"]
baby-sitter	["'ba", "by", "sit", "ter"]
auditory	["'au", "di", "to", "ry"]
propensity	["pro", "'pen", "si", "ty"]
ponytail	["'po", "ny", "tail"]
adventurous	["ad", "'ven", "tur", "ous"]
bottled	["'bot", "tled"]
reinstate	["re", "in", "state"]
islamist	["'is", "lam", "ist"]
delusion	["de", "'lu", "sion"]
breathless	["'breth", "less"]
co-star	["'co", "star"]
privatize	["'pri", "va", "tize"]
refund	["re", "fund"]
plutonium	["plu", "'to", "ni", "um"]
synthesize	["'syn", "the", "size"]
solidify	["so", "'lid", "i", "fy"]
ascribe	["a", "scribe"]
stabilization	["sta", "bi", "li", "'za", "tion"]
trafficker	["'traf", "fic", "ker"]
uncanny	["un", "'can", "ny"]
aspiring	["as", "'pir", "ing"]
pane	["pane"]
atm	["atm"]
feeder	["'feed", "er"]
specified	["'spe", "ci", "fied"]
dampen	["'dam", "pen"]
rouse	["rouse"]
childbirth	["'child", "birth"]
smother	["'smo", "ther"]
eject	["e", "ject"]
jeep	["jeep"]
backstage	["'back", "stage"]
flatly	["'flat", "ly"]
unauthorized	["un", "'au", "thor", "ized"]
sincerity	["sin", "'cer", "i", "ty"]
marshal	["'mar", "shal"]
forgiving	["for", "'giv", "ing"]
trainee	["train", "ee"]
undesirable	["un", "de", "'zir", "a", "ble"]
horde	["horde"]
hideous	["'hid", "e", "ous"]
infancy	["'in", "fan", "cy"]
tsunami	["tsu", "'na", "mi"]
mute	["mute"]
craftsman	["'crafts", "man"]
alternately	["al", "'ter", "nate", "ly"]
escalating	["'es", "ca", "la", "ting"]
intersect	["in", "ter", "sect"]
eyeball	["'eye", "ball"]
professionalism	["pro", "'fes", "sion", "al", "ism"]
watermelon	["'wa", "ter", "mel", "on"]
oatmeal	["'oat", "meal"]
treacherous	["'treach", "er", "ous"]
dormitory	["'dor", "mi", "to", "ry"]
